"source","category","chunk_text","chunk_metadata"
"framework_v1.4_strategi","treatment_h1","Strategi untuk H1 (Patuh Aktif): Tujuan strategis = retensi dan pencegahan, mempertahankan kepatuhan yang sudah berjalan dan mencegah pergeseran ke segmen K1. Membangun loyalitas jangka panjang melalui penghargaan. Kanal utama: WhatsApp otomatis. Pesan: pengingat ramah pada 30, 14, dan 7 hari sebelum jatuh tempo, gunakan bahasa daerah (Dayak atau Banjar) untuk membangun kedekatan emosional, sertakan tautan pembayaran langsung. Contoh tagline: 'Taka bayar pajak kendaraan, agari Kalteng makin maju!'. AMNESTI: TIDAK ADA. Segmen ini perlu dihargai bukan diringankan. Pertimbangkan loyalitas: sertifikat digital 'Wajib Pajak Taat', pengurangan pajak tahun berikutnya untuk early payment >30 hari, manfaat keselamatan dari Jasa Raharja. Perkiraan konversi: 85-95%.","{}"
"framework_v1.4_strategi","treatment_k1","Strategi untuk K1 (Baru Lewat Jatuh Tempo): Tujuan = pemulihan cepat, mengembalikan kepatuhan sebelum denda terakumulasi secara berarti. Kanal: WhatsApp lalu SMS sebagai cadangan. Pesan: mendesak tetapi tidak menghakimi, personalisasi berdasarkan profil risiko, sampaikan denda belum besar dan masih bisa dihindari peningkatannya dengan bertindak segera. AMNESTI: TIDAK ADA. Denda di bawah 90 hari masih kecil dan berfungsi sebagai pendorong alami. Menghapus denda di tahap ini menghilangkan insentif untuk membayar tepat waktu. Fokus pada pengurangan friksi: perpanjangan jam layanan, optimalisasi pembayaran elektronik. Aksi: WhatsApp minggu pertama setelah jatuh tempo, tindak lanjut hari ke-30 dan ke-60 dengan urgensi naik, alihkan ke SMS hari ke-45 bagi yang tidak respons. Perkiraan konversi: 60-75%.","{}"
"framework_v1.4_strategi","treatment_o1","Strategi untuk O1 (Mulai Mengabaikan): Tujuan = keterlibatan kembali, menarik wajib pajak sebelum pola perilakunya mengeras menjadi ketidakpatuhan kronis. Kanal: WhatsApp bertahap, SMS, pemberitahuan kedekatan SAMSAT Keliling. Pesan: gabungkan urgensi dengan kemudahan akses, tampilkan jumlah denda yang terus bertumbuh secara personal, tawarkan kenyamanan jadwal/lokasi Keliling terdekat. AMNESTI: TIDAK ADA. Denda 3-12 bulan masih seimbang dengan pelanggaran. Pemberian amnesti terlalu dini menciptakan BAHAYA MORAL bagi segmen H1 dan K1. Intervensi yang tepat: kurangi hambatan, BUKAN kewajiban. Aksi: kampanye WhatsApp 3 pesan dalam 6 minggu, selaraskan jadwal Keliling dengan kecamatan kepadatan tinggi, integrasikan data ETLE. Perkiraan konversi: 35-50%.","{}"
"framework_v1.4_strategi","treatment_m1","Strategi untuk M1 (Tidak Patuh Pasif): Tujuan = pengurangan hambatan, mengatasi akumulasi denda yang sudah menjadi penghalang finansial nyata. Kanal: WhatsApp, surat tagihan fisik, SAMSAT Keliling. Pesan: akui jeda pembayaran tanpa menyalahkan, mulai dengan solusi bukan teguran, personalisasi perhitungan denda per kendaraan secara transparan. AMNESTI PARSIAL — pengurangan denda PKB 50-75%, denda SWDKLLJ proporsional, pokok PKB+SWDKLLJ tetap dibayar PENUH. Berlaku 60 hari, satu kali. Pada durasi 1-2 tahun, akumulasi denda bisa setara/melebihi pokok pajak — pengurangan ini menurunkan ambang masuk kembali tanpa mengorbankan prinsip pajak dasar harus tetap dipenuhi. Aksi: regulasi amnesti, perhitungan denda individual, kampanye WhatsApp bertarget, surat tagihan fisik penguat, aktivasi Duta Pajak (Hayak Bahayau / Huma Betang Mahaga). Perkiraan konversi: 25-40%.","{}"
"framework_v1.4_strategi","treatment_m2","Strategi untuk M2 (Tidak Patuh Kronis): Tujuan = pemulihan pendapatan, memaksimalkan penagihan dari basis besar via amnesti terstruktur + penegakan pasca-amnesti. Kanal: WhatsApp (71% terjangkau) + surat fisik untuk 29% offline + koordinasi kelurahan/RT-RW + razia pasca-amnesti. Pesan: langsung dan transaksional, sampaikan program penghapusan denda dengan deadline, cukup bayar pokok, insentif finansial tegas bukan himbauan emosional. AMNESTI PENUH DENDA — semua denda PKB+SWDKLLJ dihapus, tunggakan pokok historis dapat dinegosiasi (cukup bayar tahun berjalan + 1 tahun ke belakang). Berlaku 90 hari, satu kali. WAJIB DIIKUTI PENEGAKAN setelah deadline berakhir: razia dan tilang. Pada 2-5 tahun, denda bisa 2-4× pokok — tanpa penghapusan, kendaraan ini tidak akan kembali ke sistem. Pilihan pragmatis: pulihkan pokok yang pasti diterima daripada menuntut pokok+denda yang tidak akan pernah terealisasi. Perkiraan konversi: 15-30%.","{}"
"framework_v1.4_strategi","treatment_s1","Strategi untuk S1 (Belum Terdaftar): Tujuan = memasukkan ke dalam sistem, membawa kendaraan yang belum pernah terdaftar ke dalam sistem formal untuk pertama kalinya sehingga menciptakan aliran pendapatan berulang. Kanal: BERBASIS KOMUNITAS (BUKAN DIGITAL — hanya 2% yang punya HP). SAMSAT Keliling, RT/RW, kampanye kelurahan, spanduk, Duta Pajak. Pesan: bersifat edukatif bukan menghukum, banyak pemilik mungkin tidak memahami kewajibannya atau meyakini bahwa kendaraan tersebut bukan atas namanya. Jelaskan proses dengan sederhana — balik nama bisa di Keliling. PENGURANGAN BBNKB — pengurangan/penghapusan Bea Balik Nama untuk mendorong registrasi formal. Denda tidak berlaku karena belum pernah ada kewajiban PKB. PENGHALANG di sini adalah BIAYA DAN KERUMITAN BALIK NAMA, BUKAN DENDA. Setiap konversi menghasilkan aliran pendapatan baru yang berulang setiap tahun. Sync dengan amnesti M2 (90 hari). Perkiraan konversi: 10-20%.","{}"
"framework_v1.4_strategi","treatment_s2","Strategi untuk S2 (Kendaraan Hantu): Tujuan = kebersihan registrasi, memverifikasi status dan membersihkan basis data. JANGAN buang anggaran kampanye untuk kendaraan yang tidak ada. Kanal: TIDAK ADA KAMPANYE AKTIF — proses data internal saja. Mengirim pesan ke kendaraan yang sudah tidak ada merusak kredibilitas seluruh kampanye dan membuang sumber daya. AMNESTI: TIDAK ADA. Yang diperlukan: verifikasi registrasi (pencocokan silang dengan data Polri/Ditlantas), penandaan untuk verifikasi fisik saat razia, atau prosedur penghapusan data kendaraan untuk yang terkonfirmasi tidak aktif >5 tahun. Aksi: tandai massal untuk peninjauan registrasi, terbitkan satu pemberitahuan administratif terakhir berupa surat fisik dengan batas respons 90 hari. Yang tidak merespons → kandidat pengarsipan/penghapusan. Yang merespons → reklasifikasi ke M2 atau S1 dan masukkan ke kampanye yang sesuai.","{}"
"framework_v1.4_program_sadar","program_pengingat_prediktif","Program SADAR #1: Pengingat Prediktif via Gateway WhatsApp. Pengiriman pengingat pembayaran proaktif via WhatsApp dan SMS. Personalisasi berdasarkan profil risiko dari riwayat transaksi. Pemicu otomatis berdasar tanggal jatuh tempo dengan eskalasi bertahap. Pesan disusun menggunakan bahasa daerah untuk membangun kedekatan emosional. Segmen sasaran: H1, K1, O1, M1, M2. Pemangku kepentingan: Jasa Raharja, Vendor TI. Tipologi wilayah: Pusat Urban, Hub Industri.","{}"
"framework_v1.4_program_sadar","program_loyalitas","Program SADAR #2: Program Loyalitas dan Insentif. Penghargaan bagi WP patuh konsisten. Sertifikat digital 'Wajib Pajak Taat', pengurangan pajak tahun berikutnya untuk pembayaran lebih dari 30 hari sebelum jatuh tempo, manfaat keselamatan dari Jasa Raharja berupa potongan harga di mitra terkait, prioritas layanan. Bertujuan membangun hubungan positif antara WP dan otoritas pajak. Segmen sasaran: H1. Pemangku: Jasa Raharja, Bapenda. Tipologi: semua wilayah.","{}"
"framework_v1.4_program_sadar","program_keliling_dinamis","Program SADAR #3: Penempatan Layanan Dinamis (SAMSAT Keliling). Optimalisasi lokasi dan jadwal SAMSAT Keliling berdasarkan data distribusi geografis kendaraan menunggak. Layanan keliling konvensional + mandiri + integrasi BUMDES, koperasi, BRILink, PT POS sebagai titik layanan tambahan. Segmen sasaran: O1, M1, M2, S1. Pemangku: SAMSAT, Bapenda. Tipologi: semua wilayah.","{}"
"framework_v1.4_program_sadar","program_mobil_multilayanan","Program SADAR #4: Mobil Pajak Keliling sebagai Pusat Layanan Terpadu. Transformasi mobil pajak keliling dari satu fungsi menjadi unit multi-layanan: pembayaran pajak digabungkan dengan layanan kesehatan/kependudukan agar masyarakat memiliki alasan tambahan untuk datang. Dilengkapi terminal pembayaran luring-ke-daring yang menyimpan data transaksi sementara saat sinyal tidak tersedia dan sinkronisasi saat sinyal kembali. Segmen sasaran: S1, O1 di hinterland. Pemangku: SAMSAT, Kelurahan. Tipologi: Wilayah Hinterland.","{}"
"framework_v1.4_program_sadar","program_amnesti_bertarget","Program SADAR #5: Amnesti Pajak Bertarget. Program amnesti yang DITARGETKAN secara spesifik per segmen berdasarkan analisis data: pengurangan denda parsial 50-75% untuk M1, penghapusan denda penuh untuk M2, pengurangan bea balik nama (BBNKB) untuk S1. SELALU dibatasi waktu. TIDAK PERNAH bersifat menyeluruh tanpa pandang bulu. WAJIB diikuti penegakan setelah batas waktu berakhir. Segmen sasaran: M1 (parsial), M2 (penuh denda), S1 (BBNKB). Pemangku: Bapenda, SAMSAT. Tipologi: semua wilayah.","{}"
"framework_v1.4_program_sadar","program_kolaborasi_ekosistem","Program SADAR #6: Kolaborasi Ekosistem. Aktivasi peran setiap lini: Polri via kamera ETLE terintegrasi dengan data pajak, Bapenda via Duta Pajak di tingkat kelurahan (Hayak Bahayau atau Huma Betang Mahaga), Jasa Raharja via manfaat keselamatan bagi yang taat, mitra dompet elektronik dan perbankan untuk skema cicilan pajak. Segmen sasaran: O1, M1, M2, S1, S2. Pemangku: semua. Tipologi: semua.","{}"
"framework_v1.4_program_sadar","program_kemitraan_korporat","Program SADAR #7: Kemitraan Korporat SAMSAT. Layanan pemeriksaan di lokasi perusahaan untuk armada perkebunan kelapa sawit dan pertambangan. Pemeriksaan fisik massal dan pembayaran kolektif langsung di area operasional. Dorongan melalui pemberian label 'Perusahaan Taat Pajak' sebagai komponen penilaian tata kelola lingkungan dan sosial perusahaan (ESG). Segmen sasaran: M1, M2 (untuk fleet). Pemangku: SAMSAT, Bapenda. Tipologi: Hub Industri.","{}"
"framework_v1.4_program_sadar","program_penegakan_risk","Program SADAR #8: Penegakan Hukum Berbasis Risiko. Operasi razia dan tilang diarahkan ke lokasi dan kelompok wajib pajak yang secara statistik menunjukkan probabilitas tunggakan tertinggi. BUKAN operasi acak. Penargetan berbasis data untuk mengoptimalkan sumber daya penegakan dan memaksimalkan dampak pencegahan. Segmen sasaran: M2 (pasca-amnesti), S2. Pemangku: Polri/Ditlantas, SAMSAT. Tipologi: Pusat Urban, Hub Industri.","{}"
"framework_v1.4_program_sadar","program_audit_dinas","Program SADAR #9: Audit Kepatuhan Kendaraan Dinas. Penerapan kebijakan 'Tidak Bayar Pajak, Tidak Ada BBM': kendaraan dinas yang menunggak pajak tidak mendapat kuota bahan bakar bersubsidi atau anggaran pemeliharaan dari APBD. Bertujuan memberikan keteladanan kepada masyarakat umum. Segmen sasaran: M2 sub-segment kendaraan dinas. Pemangku: Bapenda, Pemerintah Daerah. Tipologi: semua.","{}"
"framework_v1.4_simulasi","revenue_konservatif","Simulasi Dampak Pendapatan — Skenario Konservatif (recommended): Total tambahan revenue PKB pokok dari Palangka Raya = Rp 23.5 Miliar dari 60,471 kendaraan terkonversi. Breakdown: K1 (60% conv) → 20,273 kendaraan → Rp 10.80 M. O1 (35% conv) → 11,520 kendaraan → Rp 5.01 M. M1 (25% conv) → 6,259 kendaraan → Rp 2.45 M. M2 (15% conv) → 21,144 kendaraan → Rp 5.09 M. S1 (10% conv) → 1,275 kendaraan → Rp 0.20 M. Catatan: angka ini PKB POKOK SAJA — belum termasuk SWDKLLJ, opsen, BBNKB, atau komponen lainnya. Untuk M1/M2 yang terima amnesti denda, denda yang dihapus tidak dihitung sebagai pendapatan. S1 menghasilkan aliran pendapatan baru yang BERULANG setiap tahun — dampak kumulatif melampaui angka tahun pertama.","{}"
"framework_v1.4_simulasi","revenue_optimis","Simulasi Dampak Pendapatan — Skenario Moderat dan Optimis: Skenario Moderat: K1 70% conv (Rp 12.6 M), O1 45% (Rp 6.4 M), M1 35% (Rp 3.4 M), M2 25% (Rp 8.5 M), S1 15% (Rp 0.30 M) = Total ~Rp 31.2 M. Skenario Optimis: K1 75% (Rp 13.5 M), O1 50% (Rp 7.2 M), M1 40% (Rp 3.9 M), M2 30% (Rp 10.2 M), S1 20% (Rp 0.40 M) = Total ~Rp 35.2 M. Skenario optimis butuh kombinasi: kanal digital terpenuhi (>95% phone availability), kepatuhan amnesti tinggi, razia pasca-amnesti efektif, kolaborasi multi-stakeholder lancar.","{}"
"framework_v1.4_simulasi","tier_zero_inactive","Tier Zero — Inactive Vehicles (segmen yang TIDAK MUNCUL di pyramid standar). Estimasi 287,902 kendaraan di registry Palangka Raya yang TIDAK transact 2025 (~67% dari registry 428K). Provincial-wide angka diperkirakan 4-5× lebih besar. Hipotesis komposisi: kendaraan transferred keluar provinsi (mutasi belum tercatat), kendaraan deactivated/scrapped (end-of-life), kendaraan active tapi multi-year arrears (psychological barrier — pemilik takut tagihan akumulatif), kendaraan ditahan/disita, atau data quality artefact. Strategi: amnesty window khusus pengurangan denda untuk kendaraan tunggak >2 tahun + kerjasama Polantas razia titik strategis + outreach via plat nomor + insentif perpanjangan online. Quantifikasi: kalau re-aktivasi 25% inactive → tambahan ~Rp 4.4 M pokok SWDKLLJ. 50% re-aktivasi → ~Rp 8.4 M tambahan.","{}"
"framework_v1.4_anti_pattern","anti_kirim_kampanye_s2","ANTI-PATTERN KRITIS: JANGAN kirim kampanye ke segmen S2 (Kendaraan Hantu). Dampak negatif ada dua: (1) Pemborosan anggaran kampanye — S2 berarti kendaraan kemungkinan sudah tidak ada secara fisik (dibuang/rusak permanen/pindah wilayah tanpa mutasi), pesan tidak akan menghasilkan konversi. (2) Kerusakan kredibilitas kampanye — kalau pesan amnesti masuk ke nomor yang kendaraannya tidak ada, penerima akan bingung dan kehilangan kepercayaan. Kabar ini menyebar dan membakar kredibilitas seluruh kampanye, termasuk yang bertarget M2 yang valid. Hanya 19% S2 yang punya nomor HP. Yang TEPAT untuk S2: data cleanup process internal.","{}"
"framework_v1.4_anti_pattern","anti_amnesti_blanket","ANTI-PATTERN KRITIS: JANGAN berikan amnesti blanket ke semua segmen. Memberikan amnesti ke H1, K1, O1 = MORAL HAZARD. WP yang patuh akan tunda pembayaran menunggu amnesti berikutnya. Ini menghancurkan basis pyramid kepatuhan. Amnesti DIFFERENTIATED, BUKAN BLANKET. H1: TIDAK (loyalitas program). K1: TIDAK (denda <90 hari kecil, masih functional). O1: TIDAK (3-12 bulan masih seimbang dengan pelanggaran). M1: PARSIAL 50-75% denda (denda mulai jadi tembok). M2: PENUH denda (denda 2-4× pokok = tidak akan pernah terbayar). S1: PENGURANGAN BBNKB (lever beda — bukan denda). S2: TIDAK (target = data cleanup). SETIAP amnesti wajib diikuti penegakan setelah deadline.","{}"
"framework_v1.4_anti_pattern","anti_confuse_s1_s2","ANTI-PATTERN KRITIS: JANGAN confuse S1 dan S2. Keduanya sama-sama 'tidak pernah transact' (tanggal_transaksi NULL), tapi treatment beda 180 derajat. S1 = kendaraan tangan kedua tanpa balik nama, usia ≤15 tahun, hampir semua sepeda motor (97.5%). PENGHALANG = biaya BBNKB. Treatment = pengurangan BBNKB + community campaign + Keliling dengan kapabilitas balik nama. Setiap konversi = aliran pendapatan baru BERULANG. S2 = kemungkinan tidak ada fisik, usia >15 tahun atau >5 tahun tunggakan + >20 tahun usia. Treatment = data cleanup, BUKAN kampanye. Salah klasifikasi → kirim amnesti ke S2 (sia-sia, merusak kredibilitas) atau kirim cleanup notice ke S1 (kehilangan opportunity revenue baru).","{}"
"framework_v1.4_anti_pattern","anti_lupa_razia_pasca_amnesti","ANTI-PATTERN KRITIS: Amnesti TANPA razia pasca-deadline. Kalau amnesti penuh denda M2 berakhir tanpa diikuti razia, pesan ke seluruh ekosistem adalah 'tidak ada konsekuensi'. Pemilik kendaraan yang tidak memanfaatkan amnesti akan tetap tidak bayar — tahu bahwa siklus berikutnya akan ada amnesti lagi. Ini menghancurkan deterrent dan menciptakan dependency culture. Solusi: setiap regulasi amnesti M2 wajib include rencana operasional razia + tilang setelah deadline berakhir, dengan jadwal dan lokasi targeted berbasis data konsentrasi M2 yang tidak respond. Polri/Ditlantas adalah Responsible. Bapenda Accountable untuk regulasi pasca-amnesti.","{}"
"framework_v1.4_decision_rule","channel_routing","Decision rule untuk channel routing berdasarkan phone availability. >95% punya HP = digital-first OK (H1, K1, O1, M1 di Pusat Urban). 50-95% = hybrid mandatory (M2: 71% — gabung WhatsApp + kelurahan/RT-RW + surat fisik). <25% = community-based only (S1: 2%, S2: 19%). Untuk M2, 29% offline tidak bisa di-skip — perlu koordinasi kelurahan + RT/RW + surat fisik untuk reach. Untuk S1, BUKAN digital — community-based via Duta Pajak, RT/RW, SAMSAT Keliling. Untuk S2, NO campaign — data cleanup only.","{}"
"framework_v1.4_decision_rule","stakeholder_raci_amnesti","Decision rule untuk RACI amnesti. Regulasi amnesti = Bapenda Accountable, Jasa Raharja Consulted (untuk komponen SWDKLLJ), SAMSAT Consulted (untuk eksekusi loket), Polri Consulted (untuk koordinasi razia pasca-amnesti). Eksekusi WhatsApp campaign = Vendor TI/Gateway WA Responsible, Bapenda Informed. Eksekusi razia pasca-amnesti = Polri Responsible, SAMSAT Consulted (untuk pembayaran on-site). Eksekusi 'Tidak Bayar = Tidak Ada BBM' kendaraan dinas = Bapenda Accountable, Pemerintah Daerah Consulted. Aktivasi Duta Pajak = Kelurahan Accountable, SAMSAT Responsible (rekrutmen + training).","{}"
"framework_v1.4_decision_rule","amnesti_sequencing","Decision rule untuk sequencing amnesti. M1 amnesti parsial dan M2 amnesti penuh + S1 BBNKB reduction harus DI-LAUNCH BERSAMAAN dengan deadline yang sinkron (90 hari). Alasan: kalau M1 amnesti dirilis dulu lalu M2 amnesti penuh setelahnya, M1 yang dapat parsial akan merasa unfair vs M2 yang dapat penuh. Sinkronisasi mengurangi friksi narrative dan komunikasi. Plus: S1 BBNKB reduction sinkron dengan M2 amnesti memungkinkan kampanye joint untuk pembeli kendaraan tangan kedua yang juga punya tunggakan multi-year. Setelah deadline 90 hari serentak, eksekusi razia pasca-amnesti M2 + verifikasi S2 dimulai.","{}"
"framework_v1.4_decision_rule","edge_case_classification","Edge case dalam classification: kendaraan dengan tunggakan >5 tahun. Kalau usia kendaraan <20 tahun → tetap M2 (Tidak Patuh Kronis, kemungkinan kendaraan masih beroperasi). Kalau usia kendaraan ≥20 tahun → REKLASIFIKASI ke S2 (Kendaraan Hantu, kemungkinan sudah tidak ada fisik). Threshold ini diambil karena: kendaraan motor umumnya operasional 15-20 tahun, kendaraan mobil 20-25 tahun. Tunggakan >5 tahun pada kendaraan tua = signal kuat bahwa kendaraan sudah tidak digunakan/dibuang. Klasifikasi M2 untuk kendaraan tua = waste resource (kampanye kepada kendaraan tidak ada). Reklasifikasi ke S2 = treatment data cleanup yang tepat.","{}"
"framework_v1.4_vocabulary","istilah_pajak","Vocabulary aliases (Bahasa Indonesia ↔ technical terms): 'tunggakan' = arrears = piutang pajak. 'denda' = penalty (sanksi telat bayar). 'pokok' = principal (pajak dasar). 'BBNKB' = Bea Balik Nama Kendaraan Bermotor (one-time saat transfer ownership). 'PKB' = Pajak Kendaraan Bermotor (annual, recurring). 'SWDKLLJ' = Sumbangan Wajib Dana Kecelakaan Lalu Lintas Jalan (slice Jasa Raharja, Rp 35K motor / Rp 143K mobil / Rp 163K truk). 'opsen' = surcharge provincial (PAD pemda). 'sd_notice' = tanggal jatuh tempo STNK = surat dispense notice. 'tahun_buat' = tahun pembuatan kendaraan. 'kendaraan dinas' = government-owned vehicles.","{}"
"framework_v1.4_vocabulary","istilah_program","Vocabulary program SADAR (Bahasa daerah Dayak): 'Hayak Bahayau' = nama program Duta Pajak kelurahan (artinya 'kebersamaan' dalam bahasa Dayak Ngaju). 'Huma Betang Mahaga' = nama alternatif Duta Pajak (Huma Betang = rumah panjang Dayak, Mahaga = melestarikan). 'Taka' = mari/ayo (bahasa Dayak), digunakan dalam tagline pengingat: 'Taka bayar pajak kendaraan, agari Kalteng makin maju'. 'agari' = supaya (bahasa Dayak). Penggunaan bahasa daerah dalam pesan WhatsApp ke H1 dan K1 untuk membangun kedekatan emosional.","{}"
